Count,Message,Traceback,Nodes
7,Expecting value: line 1 column 1 (char 0),"  File ""/home/a/miniconda3/envs/mimosatek/lib/python3.8/site-packages/locust/user/task.py"", line 340, in run
    self.execute_next_task()
  File ""/home/a/miniconda3/envs/mimosatek/lib/python3.8/site-packages/locust/user/task.py"", line 373, in execute_next_task
    self.execute_task(self._task_queue.pop(0))
  File ""/home/a/miniconda3/envs/mimosatek/lib/python3.8/site-packages/locust/user/task.py"", line 490, in execute_task
    task(self.user)
  File ""/home/a/mimosatek/mimosatek_v2/locustfile.py"", line 19, in test_upload_image
    task_id = task.json()['task_id']
  File ""/home/a/miniconda3/envs/mimosatek/lib/python3.8/site-packages/requests/models.py"", line 978, in json
    raise RequestsJSONDecodeError(e.msg, e.doc, e.pos)
",local
